id,finding_aid_link,title,type,number,group,digital_collection,category,subject,description
spec00181,https://search.lib.uidaho.edu/UID:CP71100828010001451,"University of Idaho Personal Computer Users' Group. Records, 1985-1986",MG,184,MG 184,,university,,
spec00182,https://search.lib.uidaho.edu/UID:CP71100812540001451,"University of Idaho Library, Circuit Rider Project. Records, 1984-1985",MG,185,MG 185,,university,,
spec00183,https://archiveswest.orbiscascade.org/ark:/80444/xv04109,"Talbot Jennings. Scripts, 1926-1960",MG,186,MG 186,,,alumni,
spec00184,https://archiveswest.orbiscascade.org/ark:/80444/xv36941,"Bunker Hill Company, Research and Development Division. Records, 1922-1982",MG,187,MG 187,,mining,,
spec00185,https://archiveswest.orbiscascade.org/ark:/80444/xv69774,"Bunker Hill and Sullivan Mining and Concentrating Company. Legal Cases, 1899-1902",MG,188,MG 188,,mining,,
spec00186,https://archiveswest.orbiscascade.org/ark:/80444/xv02399,"The Brewery. Records, 1985-1988",MG,189,MG 189,,,latah county;business,
spec00187,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,"Cougar Dave Lewis. Papers, 1879-1984",MG,190,MG 190,,,ranches;settlers;letters;photographs,
spec00188,https://archiveswest.orbiscascade.org/ark:/80444/xv68063/,"Potlatch Forests, Inc. Wood Products Research and Development. Records, 1951-1984",MG,191,MG 191,,forestry,,
spec00189,https://archiveswest.orbiscascade.org/ark:/80444/xv01032,"Potlatch Forests, Inc. Records, 1951-1982",MG,192,MG 192,,forestry,,
spec00190,https://archiveswest.orbiscascade.org/ark:/80444/xv33863,"Potlatch Lumber Company. Records, 1890-1949",MG,193,MG 193,,forestry,,
spec00191,https://search.lib.uidaho.edu/UID:CP71106215010001451,"John P. Howe. Papers, 1958-1981",MG,194,MG 194,,university;forestry,lumbering,
spec00192,https://search.lib.uidaho.edu/UID:CP71106214800001451,"Strong, Margaret Henderson, Pleiades Club (Moscow, Idaho). Collection, 1897-1904",MG,195,MG 195,,university,clubs and organizations;students,
spec00193,https://search.lib.uidaho.edu/UID:CP71106231580001451,"Carol Ryrie Brink. Manuscripts, 1964-1975",MG,196,MG 196,,,idaho;authors;manuscripts;interviews,
spec00194,https://search.lib.uidaho.edu/UID:CP71106244600001451,"Eustace Thurman Baker. The cow owner's handbook : typescript, 1950-1951",MG,197,MG 197,,,farms and farming;manuscripts,
spec00195,https://search.lib.uidaho.edu/UID:CP71157470980001451,"Idaho Club Students Association. Records, 1936-1958",MG,198,MG 198,,university,clubs and organizations,
spec00196,https://search.lib.uidaho.edu/UID:CP71103348850001451,"Mabel Russell Parks. Scrapbook, 1911-1966",MG,199,MG 199,,,scrapbooks,
spec00197,https://search.lib.uidaho.edu/UID:CP71103347280001451,"Edward John Iddings. Scrapbook, 1905-1908",MG,201,MG 201,,,scrapbooks,
spec00198,https://search.lib.uidaho.edu/UID:CP71157470420001451,"Esther E. Thomas. Scrapbook, 1918-1925",MG,202,MG 202,,university,scrapbooks;students,
spec00199,https://archiveswest.orbiscascade.org/ark:/80444/xv66696/,"Titus George LeClair. Papers, 1917-1968",MG,203,MG 203,,,alumni;engineers and engineering,
spec00200,https://search.lib.uidaho.edu/UID:CP71103366100001451,"Kenneth B. Platt. Papers, 1964-1970",MG,205,MG 205,,,agriculture,
spec00201,https://search.lib.uidaho.edu/UID:CP71103363300001451,"University of Idaho Dames. Scrapbooks, 1941-1977",MG,206,MG 206,,university,clubs and organizations;scrapbooks,
spec00202,https://search.lib.uidaho.edu/UID:CP71153583490001451,"Young Life Campaign. Records, 1970-1972",MG,207,MG 207,,,religion;clubs and organizations,
spec00203,https://search.lib.uidaho.edu/UID:CP71177380560001451,"Twin City Lumber Company (Lewiston, Idaho) Records, 1913-1916",MG,208,MG 208,,forestry,lumbering,
spec00204,https://search.lib.uidaho.edu/UID:CP71180608010001451,"H.W. Curtis Hardware Store (Blackfoot, Idaho). Daybook, Apr. 23, 1909-Mar. 3, 1910",MG,209,MG 209,,,business;idaho,
spec00205,https://search.lib.uidaho.edu/UID:CP71177381130001451,"Wylie Andrew Lauder. Financial records, 1911-1936",MG,210,MG 210,,,idaho;business,
spec00206,https://archiveswest.orbiscascade.org/ark:/80444/xv99527/,"Margaret Ritchie. Papers, 1895-1983",MG,211,MG 211,,university,professors;photographs,
spec00207,https://archiveswest.orbiscascade.org/ark:/80444/xv32153,"John J. Peebles. Papers, 1976-1985",MG,212,MG 212,,,environmental,
spec00208,https://search.lib.uidaho.edu/UID:CP71153629950001451,"Kenneth Andrew Dick. Papers, 1946-1959",MG,213,MG 213,,university,,
spec00209,https://search.lib.uidaho.edu/UID:CP71153626430001451,"William John Brockelbank. Papers, 1934-1984",MG,214,MG 214,,university,professors;manuscripts,
spec00210,https://search.lib.uidaho.edu/UID:CP71153581580001451,"Charles Gelbach Store. Records, 1900-1922",MG,215,MG 215,,,business,
spec00211,https://search.lib.uidaho.edu/UID:CP71171300140001451,"Melville Harrison Hatch. Papers, 1930-1969",MG,216,MG 216,,,environmental,
spec00212,https://search.lib.uidaho.edu/UID:CP71171301710001451,"Helen McKelvey Oakley.  An alphabet of Christmas words, 1933-1967",MG,217,MG 217,,,authors;manuscripts,
spec00213,https://archiveswest.orbiscascade.org/ark:/80444/xv64986,"Vardis Fisher. Papers, 1927-1974",MG,218,MG 218,,,authors;correspondence,
spec00214,https://search.lib.uidaho.edu/UID:CP71167428380001451,"Jean Chalmers Donaldson.  Papers, 1927-1965",MG,219,MG 219,,,moscow;poets and poetry;correspondence,
spec00215,https://search.lib.uidaho.edu/UID:CP71173935910001451,"A. Cypen Lubitsh. The Lion of Idaho : The nation mourns the death of Senator William E. Borah : manuscript, 1940",MG,220,MG 220,,,scrapbooks,
spec00216,https://archiveswest.orbiscascade.org/ark:/80444/xv14474/,"Register of Indian Families at the Nez Perce Agency, 1884-1909.",MG,221,MG 221,,,indigenous;government and politics,
spec00217,https://search.lib.uidaho.edu/UID:CP71142224230001451,"Winchester Inn (Winchester, Idaho). Guest register, Jan. 17, 1916-Sept. 14, 1933",MG,222,MG 222,,,business;idaho,
spec00218,https://search.lib.uidaho.edu/UID:CP71148768970001451,"Horace C. Myers,  A Few Bits of Picturesque Idaho. Photograph Album, July 1901",MG,223,MG 223,,,photographs;idaho,
spec00219,https://search.lib.uidaho.edu/UID:CP71148766770001451,"Virgo dei genitrix quem totus non capit orbis in tua seda usit vi screa sanctus homo, alleluia. Manuscript, [13--?]",MG,224,MG 224,, ,music; religion,
spec00220,https://search.lib.uidaho.edu/UID:CP71163987030001451,"United States. Bureau of the Census. Census of agriculture: Idaho. Tables, 1945",MG,225,MG 225,,,government;agriculture,
spec00221,https://search.lib.uidaho.edu/UID:CP71163986300001451,"Idaho tax tables, 1934",MG,226,MG 226,,,idaho,
spec00222,https://search.lib.uidaho.edu/UID:CP71159016340001451,"Report on Idaho agriculture, Mar. 24, 1922",MG,227,MG 227,,,agriculture;idaho,
spec00223,https://search.lib.uidaho.edu/UID:CP71151367440001451,"U.S. Forest Service. Land use plan : typescript, 1934",MG,228,MG 228,,forestry,government and politics,
spec00224,https://search.lib.uidaho.edu/UID:CP71167427880001451,"Jerome Day 1876-1941, Whitman Controversy. Collection, 1895-1903",MG,229,MG 229,,,pacific northwest,
spec00225,https://archiveswest.orbiscascade.org/ark:/80444/xv97817,"Mildred Burlingame. Papers, 1909-1972",MG,230,MG 230,,,pacific northwest;photographs,
spec00226,https://archiveswest.orbiscascade.org/ark:/80444/xv30444,"Lucy Jane Wagy Ramsey. Diaries, 1895-1959",MG,231,MG 231,,,women;agriculture;diaries,
spec00227,https://search.lib.uidaho.edu/UID:CP71180139120001451,"Lee F. Zimmerman (Lee Franklin),  Richard J. Beck. Papers, 1934-1987",MG,232,MG 232,,university,professors;correspondence,
spec00228,https://archiveswest.orbiscascade.org/ark:/80444/xv63275/,"Earl J. Larrison. Papers, 1915-1987",MG,233,MG 233,,forestry;university,professors;wildlife;manuscripts;photographs,
spec00229,https://archiveswest.orbiscascade.org/ark:/80444/xv96450/,"Northport Smelting &amp; Refining Company.  Records, 1898-1936",MG,234,MG 234,,mining,,
spec00230,https://archiveswest.orbiscascade.org/ark:/80444/xv29075,"Aurum Mining Company. Records, 1916-1953",MG,235,MG 235,,mining,,
spec00231,https://archiveswest.orbiscascade.org/ark:/80444/xv61908/,"Hercules Mining Company. Records, 1892-1947",MG,236,MG 236,,mining,,
spec00232,https://archiveswest.orbiscascade.org/ark:/80444/xv94739,"Humming Bird Mining Company. Records, 1898-1936",MG,237,MG 237,,mining,,
spec00233,https://archiveswest.orbiscascade.org/ark:/80444/xv27366,"Aetna Mining and Milling Company.  Records, 1915-1938",MG,238,MG 238,,mining,,
spec00234,https://archiveswest.orbiscascade.org/ark:/80444/xv60197,"Basin Mining Company.  Records, 1902-1938",MG,239,MG 239,,mining,,
spec00235,https://archiveswest.orbiscascade.org/ark:/80444/xv93029,"Idaho and Eastern Mining and Milling Company.  Records, 1903-1938",MG,240,MG 240,,mining,,
spec00236,https://archiveswest.orbiscascade.org/ark:/80444/xv25656,"Roanoke Mining Company.  Records, 1907-1938",MG,241,MG 241,,mining,,
spec00237,https://archiveswest.orbiscascade.org/ark:/80444/xv58487,"Laclede Mining Company. Records, 1903-1950",MG,242,MG 242,,mining,,
spec00238,https://archiveswest.orbiscascade.org/ark:/80444/xv91320,"Guelph Mining and Milling Company.  Records, 1900-1929",MG,243,MG 243,,mining,,
spec00239,https://archiveswest.orbiscascade.org/ark:/80444/xv24287,"Honolulu Mining Company. Records, 1906-1924",MG,244,MG 244,,mining,,
spec00240,https://archiveswest.orbiscascade.org/ark:/80444/xv57120,"Tamarack &amp; Chesapeak Mining Company.  Records, 1897-1915",MG,245,MG 245,,mining,,
spec00241,https://archiveswest.orbiscascade.org/ark:/80444/xv89951,"Custer Consolidated Mining Company.  Records, 1899-1924",MG,246,MG 246,,mining,,
spec00242,https://archiveswest.orbiscascade.org/ark:/80444/xv94540,"Tamarack &amp; Custer Consolidated Mining Company.  Records, 1907-1948",MG,247,MG 247,,mining,,
spec00243,https://archiveswest.orbiscascade.org/ark:/80444/xv55409,"Puritan Mining Company.  Records, 1905-1940",MG,248,MG 248,,mining,,
spec00244,https://archiveswest.orbiscascade.org/ark:/80444/xv88242,"Snowy Peak Mining Company. Records, 1906-1916",MG,249,MG 249,,mining,,
spec00245,https://archiveswest.orbiscascade.org/ark:/80444/xv20867,"Ambergris Consolidated Mining Company.  Records, 1901-1951",MG,250,MG 250,,mining,,
spec00246,https://archiveswest.orbiscascade.org/ark:/80444/xv53699,"King Mining Company.  Records, 1908-1961",MG,251,MG 251,,mining,,
spec00247,https://archiveswest.orbiscascade.org/ark:/80444/xv86532,"Copper King Mining and Smelting Company.  Records, 1901-1949",MG,252,MG 252,,mining,,
spec00248,https://archiveswest.orbiscascade.org/ark:/80444/xv19500,"Gertie Mining Company. Records, 1900-1944",MG,253,MG 253,,mining,,
spec00249,https://archiveswest.orbiscascade.org/ark:/80444/xv52331,"Imperial Mining Company. Records, 1906-1945",MG,254,MG 254,,mining,,
spec00250,https://archiveswest.orbiscascade.org/ark:/80444/xv85163,"Marsh Mines Consolidated.  Records, 1888-1947 ",MG,255,MG 255,,mining,,
spec00251,https://archiveswest.orbiscascade.org/ark:/80444/xv17790,"National Copper Mining Company.  Records, 1906-1944",MG,256,MG 256,,mining,,
spec00252,https://archiveswest.orbiscascade.org/ark:/80444/xv50621,"Sonora Mining Company.  Records, 1897-1944",MG,257,MG 257,,mining,,
spec00253,https://archiveswest.orbiscascade.org/ark:/80444/xv83454,"Homestake Mining Company.  Records, 1909-1943",MG,258,MG 258,,mining,,
spec00254,https://archiveswest.orbiscascade.org/ark:/80444/xv16079,"Monitor Mining Company.  Records, 1937-1947",MG,259,MG 259,,mining,,
spec00255,https://archiveswest.orbiscascade.org/ark:/80444/xv48911,"Amazon-Manhattan Mining Company.  Records, 1917-1941",MG,260,MG 260,,mining,,
spec00256,https://archiveswest.orbiscascade.org/ark:/80444/xv81743,"Blue Grouse Mining Company, Ltd.  Records, 1898-1920",MG,261,MG 261,,mining,,
spec00257,https://archiveswest.orbiscascade.org/ark:/80444/xv28726,"Callahan Zinc-Lead Company. Records, 1910-1948",MG,262,MG 262,,mining,,
spec00258,https://archiveswest.orbiscascade.org/ark:/80444/xv14712,"Idora Mining Company.  Records, 1906-1929",MG,263,MG 263,,mining,,
spec00259,https://archiveswest.orbiscascade.org/ark:/80444/xv47543,"Portland Mining Company.  Records, 1912-1947",MG,264,MG 264,,mining,,
spec00260,https://archiveswest.orbiscascade.org/ark:/80444/xv80376,"Ray-Jefferson Mining Company.  Records, 1909-1951",MG,265,MG 265,,mining,,
spec00261,https://archiveswest.orbiscascade.org/ark:/80444/xv13001,"Tuscumbia Mining Company.  Records, 1911-1941",MG,266,MG 266,,mining,,
spec00262,https://archiveswest.orbiscascade.org/ark:/80444/xv45833,"West Sunset Mining Company.  Records, 1911-1931",MG,267,MG 267,,mining,,
spec00263,https://archiveswest.orbiscascade.org/ark:/80444/xv78666,"Sherman Lead Company.  Records, 1918-1948",MG,268,MG 268,,mining,,
spec00264,https://archiveswest.orbiscascade.org/ark:/80444/xv11291,"Sherman Development Company.  Records, 1916-1923",MG,269,MG 269,,mining,,
spec00265,https://archiveswest.orbiscascade.org/ark:/80444/xv44124,"Oreano Mining Company.  Records, 1902-1929",MG,270,MG 270,,mining,,
spec00266,https://archiveswest.orbiscascade.org/ark:/80444/xv76955,"Benton Mining Company.  Records, 1894-1920",MG,271,MG 271,,mining,,
spec00267,https://archiveswest.orbiscascade.org/ark:/80444/xv09924,"Dayrock Mining Company.  Records, 1915-1938",MG,272,MG 272,,mining,,
spec00268,https://archiveswest.orbiscascade.org/ark:/80444/xv42755,"Strattons Mines Company.  Records, 1923-1930",MG,273,MG 273,,mining,,
spec00269,https://archiveswest.orbiscascade.org/ark:/80444/xv75588,"Option Mining Company.  Records, 1925-1951",MG,274,MG 274,,mining,,
spec00270,https://archiveswest.orbiscascade.org/ark:/80444/xv08213,"Sunshine Mining Company.  Records, 1907-1943",MG,275,MG 275,,mining,,
spec00271,https://archiveswest.orbiscascade.org/ark:/80444/xv41046,"Coeur d'Alene Mining &amp; Smelting Company.  Records, 1904-1937",MG,276,MG 276,,mining,,
spec00272,https://archiveswest.orbiscascade.org/ark:/80444/xv73877,"Happy Day Mining Company.  Records, 1899-1947",MG,277,MG 277,,mining,,
spec00273,https://archiveswest.orbiscascade.org/ark:/80444/xv06503,"Duluth Mining Company.  Records, 1909-1947",MG,278,MG 278,,mining,,
spec00274,https://archiveswest.orbiscascade.org/ark:/80444/xv39336,"Crystal Lead Mines Company.  Records, 1911-1947",MG,279,MG 279,,mining,,
spec00275,https://archiveswest.orbiscascade.org/ark:/80444/xv72167,"Phoenix Mining and Milling Company.  Records, 1905-1955",MG,280,MG 280,,mining,,
spec00276,https://archiveswest.orbiscascade.org/ark:/80444/xv04794,"C &amp; R Mining Company.  Records, 1904-1961",MG,281,MG 281,,mining,,
spec00277,https://archiveswest.orbiscascade.org/ark:/80444/xv37967,"Hornsilver Mining and Milling Company.  Records, 1901-1960",MG,282,MG 282,,mining,,
spec00278,https://archiveswest.orbiscascade.org/ark:/80444/xv70800,"Gold Hunter Mines.  Records, 1918-1966",MG,283,MG 283,,mining,,
spec00279,https://archiveswest.orbiscascade.org/ark:/80444/xv03425,"Ben Hur Mining Company. Records, 1907-1940",MG,284,MG 284,,mining,,
spec00280,https://archiveswest.orbiscascade.org/ark:/80444/xv36258,"Bryan Mining Company.  Records, 1907-1931",MG,285,MG 285,,mining,,
spec00281,https://archiveswest.orbiscascade.org/ark:/80444/xv69089,"Last Chance Copper Mining Company.  Records, 1907-1940",MG,286,MG 286,,mining,,
spec00282,https://archiveswest.orbiscascade.org/ark:/80444/xv01715,"Woodburn Mining Company.  Records, 1937-1940",MG,287,MG 287,,mining,,
spec00283,https://archiveswest.orbiscascade.org/ark:/80444/xv34547,"Wilbur Mining Company.  Records, 1906-1930",MG,288,MG 288,,mining,,
spec00284,https://archiveswest.orbiscascade.org/ark:/80444/xv67379,"Western Union Mining Company. Records, 1916-1951",MG,289,MG 289,,mining,,
spec00285,https://archiveswest.orbiscascade.org/ark:/80444/xv00006,"Treasure Vault Mining Company.  Records, 1906-1947",MG,290,MG 290,,mining,,
spec00286,https://archiveswest.orbiscascade.org/ark:/80444/xv33179,"Success Mining Company. Records, 1906-1953",MG,291,MG 291,,mining,,
spec00287,https://archiveswest.orbiscascade.org/ark:/80444/xv66011,"Stanley Mining Company.  Records, 1900-1947",MG,292,MG 292,,mining,,
spec00288,https://archiveswest.orbiscascade.org/ark:/80444/xv98843,"Trinum Mining Company. Records, 1935-1939",MG,293,MG 293,,mining,,
spec00289,https://archiveswest.orbiscascade.org/ark:/80444/xv31470,"Pennsylvania Smelting Company.  Records, 1899-1943",MG,294,MG 294,,mining,,
spec00290,https://archiveswest.orbiscascade.org/ark:/80444/xv64301,"Cincinnati Mining Company.  Records, 1923-1961",MG,295,MG 295,,mining,,
spec00291,https://archiveswest.orbiscascade.org/ark:/80444/xv97134,"Dakins Company.  Records, 1938-1942",MG,296,MG 296,,mining,,
spec00292,https://archiveswest.orbiscascade.org/ark:/80444/xv29759,"Doro Company.  Records, 1939-1941",MG,297,MG 297,,mining,,
spec00293,https://archiveswest.orbiscascade.org/ark:/80444/xv62591,"Day Development Company.  Records, 1917-1963",MG,298,MG 298,,mining,,
spec00294,https://archiveswest.orbiscascade.org/ark:/80444/xv95424,"East Standard Mining Company. Records, 1911-1953",MG,299,MG 299,,mining,,
spec00295,https://archiveswest.orbiscascade.org/ark:/80444/xv28392,"Howard Company.  Records, 1939-1942",MG,300,MG 300,,mining,,
spec00296,https://archiveswest.orbiscascade.org/ark:/80444/xv61223,"Mines Contracting Company.  Records, 1936-1944",MG,301,MG 301,,mining,,
spec00297,https://archiveswest.orbiscascade.org/ark:/80444/xv94055,"Potosi Placers (Mining partnership)  Records, 1935-1941",MG,302,MG 302,,mining,,
spec00298,https://archiveswest.orbiscascade.org/ark:/80444/xv26681,"Roxbury Placers (Mining partnership).  Records, 1895-1946 ",MG,303,MG 303,,mining,,
spec00299,https://archiveswest.orbiscascade.org/ark:/80444/xv59513,"Sunset Lease (Mining partnership).  Records, 1940-1969",MG,304,MG 304,,mining,,
spec00300,https://archiveswest.orbiscascade.org/ark:/80444/xv92346,"Diem Mines Limited.  Records, 1949-1967 ",MG,305,MG 305,,mining,,
spec00301,https://archiveswest.orbiscascade.org/ark:/80444/xv24971,"Day Mines.  Records, 1921-1985",MG,306,MG 306,,mining,,
spec00302,https://archiveswest.orbiscascade.org/ark:/80444/xv57804,"John H. Wourms. Records, 1891-1963",MG,307,MG 307,,mining,,
spec00303,https://archiveswest.orbiscascade.org/ark:/80444/xv90635,"Robert P. Dwyer. Papers, 1946-1967",MG,308,MG 308,,mining,,
