link,title,type,number,digital-collection
http://search.lib.uidaho.edu/UID:CP71139865690001451,"Albert A. Monnet. Letters received, 1987-1993",MG,5601,
http://search.lib.uidaho.edu/UID:CP71166155480001451,"Hal Douglas Carr. The fur trade in the Oregon country : organization and employment, 1986",MG,5602,
http://search.lib.uidaho.edu/UID:CP71166155780001451,"Paulette Foss George. Burckhardt's progress : an alnalysis of the nature of history in The civilization of the Renaissance in Italy, 1986",MG,5603,
http://search.lib.uidaho.edu/UID:CP9953703201851,"Vincent John Hendrix. The Indian hunter and animals, [1986]",MG,5604,
http://search.lib.uidaho.edu/UID:CP71166135790001451,"Meg C. Keenan. Of the early sagebrush pioneers in Idaho's Snake River Valley, 1986",MG,5605,
http://search.lib.uidaho.edu/UID:CP71166121920001451,"Lyle Longhurst. The other Kit Carson, 1986",MG,5606,
http://search.lib.uidaho.edu/UID:CP71166120070001451,"Randall C. White. Personal glimpses : the Colorado rush of 1859-60, 1986",MG,5607,
http://search.lib.uidaho.edu/UID:CP71116442680001451,"George Clay Williams. Latah County and the Wobblies at the time of World War I, 1986",MG,5608,
http://search.lib.uidaho.edu/UID:CP71116443680001451,"George Clay Williams. The Latah County Protective Association, 1986",MG,5609,
http://search.lib.uidaho.edu/UID:CP71139847240001451,"William Charles McGowan Papers, 1938-1992",MG,5610,
http://search.lib.uidaho.edu/UID:CP71101975060001451,"Helen Johnston Barber papers, 1920-1922",MG,5611,
http://search.lib.uidaho.edu/UID:CP71150685520001451,"Priscilla Wegars. Chinese at the confluence : Lewiston's other pioneers, 1993",MG,5612,
http://search.lib.uidaho.edu/UID:CP71101975520001451,"Cy Davis. Keynote address on the occasion of the centennial anniversary of Colfax and Whitman County settlement, 1972",MG,5613,
http://search.lib.uidaho.edu/UID:CP71101976640001451,"Douglas A. Christensen. The life and times of a country doctor, 1980",MG,5614,
http://search.lib.uidaho.edu/UID:CP71132048970001451,Charles W. McKetta University of Idaho. College of Forestry.; Confederated Salish and Kootenai Tribal Council. Harvest scheduling experiments on the proposed Boulder-Katka Forest. 1989,MG,5615,
http://search.lib.uidaho.edu/UID:CP71101963900001451,"Janice C. Johnson. The Potlatch story, 1969",MG,5616,
http://search.lib.uidaho.edu/UID:CP71101966550001451,"University of Idaho. College of Forestry, Wildlife, and Range Sciences. Course notes, For. 275 : aerial photo interpretation of renewable natural resources, 1990",MG,5617,
http://search.lib.uidaho.edu/UID:CP71103857560001451,"Robert William Clark 1931- Northwest Public Power Association.; Accounting and Finance Workshop (21st : 1968 : Coeur d'Alene, Idaho). Papers, 1964-1987",MG,5618,
http://search.lib.uidaho.edu/UID:CP71116441680001451,"Jay J. Scheldorf. Engineering science : heat transfer III, July 1989",MG,5619,
http://search.lib.uidaho.edu/UID:CP71208097530001451,"University of Idaho. Associated Students. Petition by students to Board of Regents, January 24, 1901",MG,5620,
http://search.lib.uidaho.edu/UID:CP71116441640001451,"David George Thiessen. Photographs of the Coeur d'Alene mining trouble of 1892 and 1899, Fall 1986",MG,5621,
http://search.lib.uidaho.edu/UID:CP71103838480001451,"Mrs. A.A. Henley papers, 1917-1925",MG,5622,
http://search.lib.uidaho.edu/UID:CP71116442260001451,"Pauline Chase Harvey. Steps in printing Japanese wood blocks, [between 1950 and 1980]",MG,5623,
http://search.lib.uidaho.edu/UID:CP71139847880001451,"Bonner County (Idaho). Election records, August 3, 1926",MG,5624,
http://search.lib.uidaho.edu/UID:CP9953817901851,"Alaska Prospect (Mine). Ledger, ca. 1900-1901",MG,5625,
http://search.lib.uidaho.edu/UID:CP71116431170001451,"Idaho. State Council of Defense. Recommendations made by the State Defense Council to the Governor of the state of Idaho pertaining to emergency war legislation, 1918",MG,5626,
http://search.lib.uidaho.edu/UID:CP71116441870001451,"Cyaniding a refractory silver ore, 1906",MG,5627,
http://search.lib.uidaho.edu/UID:CP71116442360001451,"Alfred Stanley Miller. Metallurgical laboratory, 1905",MG,5628,
http://search.lib.uidaho.edu/UID:CP71155925940001451,"University of Idaho. Department of Mining, Metallurgy, and Geology. Alfred S Miller (Alfred Stanley). Report of the Department of Mining, Metallurgy, and Geology to the President, May 21, 1904",MG,5629,
http://search.lib.uidaho.edu/UID:CP71155923430001451,"Brief in re location of the Third Federal Mining Experiment Station at the University of Idaho, [1916?]",MG,5630,
http://search.lib.uidaho.edu/UID:CP71103848640001451,"Samuel W. Hale. Owyhee County mining collection, 1878-[1882?]",MG,5631,
http://search.lib.uidaho.edu/UID:CP71161724770001451,"Pat Sala. Centennial in the U.S.A., 1890-1990, 1990",MG,5632,
http://search.lib.uidaho.edu/UID:CP71127251170001451,"Desmond Lawrence Cook - Northwest Regional Educational Laboratory; National Institute of Education (U.S.). Some contributions of general systems theory, cybernetics theory and management control theory to evaluation theory and practice, 1980",MG,5633,
http://search.lib.uidaho.edu/UID:CP71155928970001451,"Idaho Territory. Governor (1864-1866 : Lyon) Caleb Lyon 1822-1875.; Ora B Hawkins; Charles P. Everitt 1873-1951.; Dick D'Easum. Seal of Idaho, original sketch and authorization by Caleb Lyon, [1866]",MG,5634,
http://search.lib.uidaho.edu/UID:CP71181887720001451,"James Harvey Forney. The University--constitutional, the Southern Branch--unconstitutional : under our constitution, no university or college courses may be financed by state money at any place in Idaho other than Moscow, [between 1943 and 1947]",MG,5635,
http://search.lib.uidaho.edu/UID:CP71181850290001451,"Alpha Tau Omega. University of Idaho Chapter. Memorandum to the Board of Regents and the President of the University of Idaho, 1937",MG,5636,
http://search.lib.uidaho.edu/UID:CP71155958440001451,"Idaho Poets and Writers Guild. Helen Gee Woods. Letter, Helen G. Woods, President, January 10, 1964",MG,5637,
http://search.lib.uidaho.edu/UID:CP71208077070001451,"Idaho Health Facilities Authority. Bonner General Hospital Project. Records, 1979",MG,5638,
http://search.lib.uidaho.edu/UID:CP71119010080001451,"Lar Vern I. Borell Papers, 1919-1920",MG,5639,
http://search.lib.uidaho.edu/UID:CP71131820390001451,"Marion M. Hepworth. Some notes on early history of home demonstration work in Idaho. [Moscow, ID, 194-?]",MG,5640,
http://search.lib.uidaho.edu/UID:CP71141915050001451,"Della Smith Aldrich papers, 1921-1940.",MG,5641,
http://search.lib.uidaho.edu/UID:CP71208969130001451,"Reports on the Mountain Home and Minidoka projects,  June 1947",MG,5642,
http://search.lib.uidaho.edu/UID:CP71149992840001451,"Idaho. Fish and Game Department. Inventory of lakes, reservoirs, and streams of Idaho describing fisheries, pollution, and access problems, 1972",MG,5643,
http://search.lib.uidaho.edu/UID:CP71163247040001451,"United States. Forest Service. Intermountain Region. Statement of policy for the administration of the Sawtooth Mountain Section, 1926",MG,5644,
,"Letter from Homer L. Pound to Editor New York Times [Clifford Smyth], about Sawtooth Range. Wyncote PA, July 26, 1918",MG,5645,
,NO MG,MG,5646,
http://search.lib.uidaho.edu/UID:CP71117433570001451,"Jim Kozisek. Molly B'Damn, 1982",MG,5647,
http://search.lib.uidaho.edu/UID:CP71174840280001451,"Ratified treaty no. 289 : documents relating to the negotiation of the treaty of June 9, 1855, with the Walla Walla, Cayuse, and Umatilla Indians",MG,5648,
http://search.lib.uidaho.edu/UID:CP71134574160001451,"Ratified treaty no. 323 : documents relating to the negotiation of the treaty of June 9, 1863, with the Nez Perce Indians",MG,5649,
http://search.lib.uidaho.edu/UID:CP71117227290001451,"Kenneth M. Ames. A prehistory of the Clearwater River and adjacent portions of the Columbia Plateau, 1980",MG,5650,
http://search.lib.uidaho.edu/UID:CP71181473920001451,"Billy Emerson Berry. A progress report on screening water for sprinkler irrigation systems to Idaho Power Company: progress report II, 1950",MG,5651,
http://search.lib.uidaho.edu/UID:CP71109780620001451,"Frederic D. Johnson Papers, 1952-1954",MG,5652,
http://search.lib.uidaho.edu/UID:CP71181488580001451,"Military biography of Maurice E. Byrne, 1993",MG,5653,
http://search.lib.uidaho.edu/UID:CP71150702440001451,"Vardis Fisher. Letter, July 21, 1939",MG,5654,
http://search.lib.uidaho.edu/UID:CP71109806340001451,"Dale T. Schraufnagel. A biography of Harry Winford Morrison, July 27, 1972",MG,5655,
http://search.lib.uidaho.edu/UID:CP71160541900001451,"Barry Dibble. Study of the development of the commercial power division of the Minidoka project and a compilation of documents bearing upon the proper distribution of credits arising from the sale of electricity typescript, carbon, 1929",MG,5656,
http://search.lib.uidaho.edu/UID:CP71181489350001451,"C. O. Youngstrom. The county agricultural program : narrative report and supplementary material, 1936",MG,5657,
http://search.lib.uidaho.edu/UID:CP71166075060001451,"Dean Raymond Kohntopp. Progress report on coefficients for consumption use, 1963",MG,5658,
http://search.lib.uidaho.edu/UID:CP71109805430001451,"Robert W. Faris. Supplementary water for irrigation in Idaho, with particular reference to Boise and Snake River valleys, 1934",MG,5659,
http://search.lib.uidaho.edu/UID:CP71109805520001451,"Ken C. Wise. Course of the ""Hutch"" (U.S.S. Hutchinson), 1991",MG,5660,
http://search.lib.uidaho.edu/UID:CP71141627950001451,"Edgar Henry Neal's history : autobiography, 1985",MG,5661,
http://search.lib.uidaho.edu/UID:CP71109790750001451,"Janet Billmeyer University of Idaho. Department of Journalism. Historygrams of Idaho newspapers, 1947",MG,5662,
http://search.lib.uidaho.edu/UID:CP71127499960001451,"James M. Bramblet. Privies, charivaris and bedbugs, or, Life on the farm in the olden days, 1996?",MG,5663,
http://search.lib.uidaho.edu/UID:CP71163188450001451,"University of Idaho. Board of Regents. John W. A Brant. In the United State District Court, District of Idaho, Central Division, John W.A. Brant, plaintiff, vs Regents of University of Idaho, a corporation, defendant, civil case no. 2168, trial brief of defendant, 1957?",MG,5664,
http://search.lib.uidaho.edu/UID:CP71127481750001451,"Merle W. Wells. Notes on Idaho mining districts, 1960?",MG,5665,
http://search.lib.uidaho.edu/UID:CP71182359650001451,"Joseph S. LePard : a short narrative of his life, 1974",MG,5666,
http://search.lib.uidaho.edu/UID:CP71176614390001451,"M. J. Sinclair. Recollections of a pioneer : carbon typescript, 19--",MG,5667,
http://search.lib.uidaho.edu/UID:CP71107758780001451,Elers Koch. Forty years a forester,MG,5668,
http://search.lib.uidaho.edu/UID:CP71176478960001451,"Robert J. Sutter Alan Robertson. Water right accounting and flow distribution for water district 1, upper Snake River, Idaho : draft, 1982",MG,5669,
http://search.lib.uidaho.edu/UID:CP71107740440001451,"Wayne Lucas McProud. Feed barley production levels, market destinations and the potential for a two-rowed feed barley in north central Idaho, 1980",MG,5670,
http://search.lib.uidaho.edu/UID:CP71182346710001451,"Gary L. Belcher. Transportational evaluation of pacific northwest dried pea and lentil movements, 1977",MG,5671,
http://search.lib.uidaho.edu/UID:CP71142384710001451,"John A. Green J. W Martin; Stewart C Schell (Stewart Claude). An analysis of classroom utilization at the University of Idaho for fall semester, 1957-1958",MG,5672,
http://search.lib.uidaho.edu/UID:CP71142370600001451,"University of Idaho. Class of 1903. Letters, 1909?",MG,5673,
http://search.lib.uidaho.edu/UID:CP71142385020001451,"Homer David. Rafe Gibbs; James McCampbell Lyle. Letters, 1970",MG,5674,
http://search.lib.uidaho.edu/UID:CP71174533230001451,"Aubrey L. Haines Earle Connette; Nathaniel Pitt Langford. Letter, 1956",MG,5675,
http://search.lib.uidaho.edu/UID:CP71142370740001451,"Ernest Wohletz. A proposal for the University of Idaho to acquire a wilderness research center in the Idaho primitive area, 1966",MG,5676,
http://search.lib.uidaho.edu/UID:CP71100760930001451,"Lyman D. Wilbur. The odyssey of an international engineer : an autobiography, 1994",MG,5677,
http://search.lib.uidaho.edu/UID:CP71142381670001451,"J. Giddings. South Fork of the Salmon River, 1971?",MG,5678,
http://search.lib.uidaho.edu/UID:CP71153223110001451,"Clara F. Massey. Memories, 1970?",MG,5679,
http://search.lib.uidaho.edu/UID:CP71153223460001451,"Pioneers of Idaho, 1935?",MG,5680,
http://search.lib.uidaho.edu/UID:CP71160569630001451,"Carol Van Arsdol; Ted Van Arsdol. Interview with Robley Johnson, Richland, Washington, March 24, 1991",MG,5681,
http://search.lib.uidaho.edu/UID:CP71176614560001451,"Hecla Mining Company, Grouse Creek Project, responses to agency comments, 1992",MG,5682,
http://search.lib.uidaho.edu/UID:CP71127498800001451,"Wesley Andrews, Inc. Wesley Andrews; Kamiah Drug Co. Souvenir album folder of Kamiah Hill highway, ca. 1923",MG,5683,
http://search.lib.uidaho.edu/UID:CP71174182940001451,"Charles Samuel Boren Papers, 1930-1959",MG,5684,
http://search.lib.uidaho.edu/UID:CP71116474590001451,"C. C. Johnson Hobart Beresford; W. J Gilmore; Mark Weatherford. Report, caterpillar diesel tractor at Mark Weatherford's farm, Arlington, Oregon, Friday, April 28-29, 1932",MG,5685,
http://search.lib.uidaho.edu/UID:CP71116488120001451,Terry Lawson. Reference guide to global environmental issues for reporters : professional paper,MG,5686,
http://search.lib.uidaho.edu/UID:CP71120179370001451,"Pinkerton's National Detective Agency. Investigative reports, 1906",MG,5687,
http://search.lib.uidaho.edu/UID:CP71153222770001451,"Carl L. von Ende correspondence, 1916-1931",MG,5688,
http://search.lib.uidaho.edu/UID:CP71136891870001451,"Robert L. Eikum. Diameter growth in western white pine, 1944",MG,5689,
http://search.lib.uidaho.edu/UID:CP71136928150001451,"Frederic D. Johnson (Frederic Duane). Forestry field trip to Honduras, 1983",MG,5690,
http://search.lib.uidaho.edu/UID:CP71136926690001451,"Richard Louis Grassetti. Forestry incentives programs in Idaho, 1981",MG,5691,
http://search.lib.uidaho.edu/UID:CP71136912200001451,"Robert L. Bigler David L Adams; University of Idaho. College of Forestry, Wildlife, and Range Sciences. Age and size class distribution in the Abies lasiocarpa/Luzula hitchcockii-Menziesia ferruginea habitat type in northwest Montana, 1976",MG,5692,
http://search.lib.uidaho.edu/UID:CP71111359830001451,"Cory A. Betts Mario Gabriel C Reyes. Anticipating stock market returns using the presidential election cycle, 1988",MG,5693,
http://search.lib.uidaho.edu/UID:CP71153652570001451,"Roger B. Long University of Idaho. Agricultural Economics. Lecture notes, 1964",MG,5694,
http://search.lib.uidaho.edu/UID:CP71153652740001451,"Armco Drainage and Metal Products. Culvert durability study in the state of Idaho, 1957",MG,5695,
http://search.lib.uidaho.edu/UID:CP71111367720001451,"Stuart Heard. Curriculum review of the Parks and Recreation Program at Lakeland College, Alberta, 1991",MG,5696,
http://search.lib.uidaho.edu/UID:CP71111356590001451,"Richard L. Ames. NSAPID, a one-dimensional nonlinear program for static structural analysis, 1976",MG,5697,
http://search.lib.uidaho.edu/UID:CP71111355520001451,"Pat L Aguilar; Maynard A Fosberg. The soils of Tamarack Ski Area : their capabilities and limitations in respect to their use as a resort development, 1974",MG,5698,
http://search.lib.uidaho.edu/UID:CP71181747720001451,"Michael P. Huss Sunshine Mining Company; Stotler and Company. Perspective of silver, 1985",MG,5699,
http://search.lib.uidaho.edu/UID:CP71181745820001451,"Gregory D. Cunningham United States. Bureau of Land Management. Boise District Office. Hagerman fauna area paleontological survey, [198-?]",MG,5700,
http://search.lib.uidaho.edu/UID:CP71109667810001451,"United States. Forest Service. Intermountain Region. Comments of Evergreen Forest Products, New Meadows, Idaho, to the Payette National Forest proposed plan and draft environmental impact statement, 1985",MG,5701,
http://search.lib.uidaho.edu/UID:CP71168689500001451,"Glenn A. Thompson. Bibliography [i.e. biography?] and personal experience, 1971",MG,5702,
http://search.lib.uidaho.edu/UID:CP71168687470001451,"James Akenson. Ninety years of Taylor Ranch history, 1991",MG,5703,
http://search.lib.uidaho.edu/UID:CP71168681590001451,"Edmund Chavez. As I remember it, 2001",MG,5704,
http://search.lib.uidaho.edu/UID:CP71131241100001451,"Workers Alliance of America Sandpoint Local G-2060 records, 1939-1940",MG,5705,
http://search.lib.uidaho.edu/UID:CP71161326700001451,"University of Idaho. Southern Branch. Historical Museum Committee. Of interest to those who love Idaho : typescript, 1936",MG,5706,
http://search.lib.uidaho.edu/UID:CP71155294830001451,"Katherine Foley papers, 1910-1911",MG,5707,
http://search.lib.uidaho.edu/UID:CP71180831530001451,"Robert L. Sargent. Correspondence, 1996-1997",MG,5708,
http://search.lib.uidaho.edu/UID:CP71180833220001451,"A. C. Boyle. Preliminary report on lead-zinc mines located on Pine Creek, Shoshone County, Idaho, June 13, 1925",MG,5709,
http://search.lib.uidaho.edu/UID:CP71180822910001451,"A. C. Boyle. Report covering a preliminary geological investigation relative to deposits of Portland Cement materials on the Clearwater River, Nez Perce County, Idaho, January, 1926",MG,5710,
http://search.lib.uidaho.edu/UID:CP71126127920001451,"Sumner (Bill) Warburton Frayne L McAtee. Diary of sectioning Idaho's 44° N parallel, 1922",MG,5711,
http://search.lib.uidaho.edu/UID:CP71157473000001451,"Tad J. Kisaka. West Coast Japanese families during World War II, November 10, 1998",MG,5712,
http://search.lib.uidaho.edu/UID:CP71157489540001451,"James E. King United States. Soil Conservation Service. Pullman Nursery Unit.; University of Idaho. School of Forestry. 1946-47 progress report on seed germination studies carried on at the University of Idaho, School of Forestry, in cooperation with the Pullman Nursery Unit of the Soil Conservation Service. November 24, 1947",MG,5713,
http://search.lib.uidaho.edu/UID:CP71100898880001451,"E. M. Long (Elbert Monroe). Letters to Malcolm M. Renfrew, 1996-1997",MG,5714,
http://search.lib.uidaho.edu/UID:CP71168273440001451,"Ronald E. McFarland. Literary magazines at the University of Idaho, from then till now, 1999",MG,5715,
http://search.lib.uidaho.edu/UID:CP71112574790001451,"University of Idaho. Members of Entomology 314, Entomology for Biology Teachers. Student papers, 1971",MG,5716,
http://search.lib.uidaho.edu/UID:CP71102290490001451,"Terry Gray 1946- Tim Cochnauer; Idaho. Department of Fish and Game. Clearwater Region. Fish Advisory Committee. Records, 1995-1996",MG,5717,
http://search.lib.uidaho.edu/UID:CP71141558090001451,"Ted Van Arsdol. Lewiston, a bumpy start, 1861-1863",MG,5718,
http://search.lib.uidaho.edu/UID:CP71158831170001451,"John Warren Brigham. Remarks at the semi-centennial of the University of Idaho, January 30, 1939",MG,5719,
http://search.lib.uidaho.edu/UID:CP71141574420001451,"Donna L. Henderson. Holdup at Denver, 2003",MG,5720,
http://search.lib.uidaho.edu/UID:CP71141840630001451,"Robert Brooks. Edgar L Michalson; University of Idaho. Department of Agricultural Economics. Economic impacts of best management practices on the Camas Prairie, Idaho, 1985 ",MG,5721,
http://search.lib.uidaho.edu/UID:CP7197133950001451,"Mazamas (Portland, Or.) Ogre summit register, 1963-2002",MG,5722,
http://search.lib.uidaho.edu/UID:CP71109259020001451,"[Babylonian clay tablets], ca. 2400-2350 B.C.",MG,5723,
http://search.lib.uidaho.edu/UID:CP71153899270001451,"Earl H Bennett. Genesee, ID, DVD, people and places, 2006",MG,5724,
,"The Northwest Boundary Commission 1857-1862: Surveying the United States-Canadian Boundary from the Pacific Ocean to the Rocky Mountains, by Frank Cameron. Typescript, Toppenish, WA, June 2009",MG,5725,
,H.B. Goldfarb letters,MG,5726,
http://search.lib.uidaho.edu/UID:everything:CP71212183470001451,"Invitation to celebrate the 100th anniversary of the College Hall fire, Wellesley College",MG,5727,
,"Three Aviation Brothers, by Jim Yates",MG,5728,
http://search.lib.uidaho.edu/UID:ui_alma:CP71212173570001451,"W.B. Milley letter to his brother.. Wardner, Idaho, 11 October 1887",MG,5729,
http://archiveswest.orbiscascade.org/ark:/80444/xv91256/,Psychiana Publications,MG,5730,http://digital.lib.uidaho.edu/cdm/search/collection/psychiana
,"Compilation of Base Data Kootenai River Investigations, Idaho, U.S. Department of Agriculture. 1932-36, 1940-47.",MG,5731,
,"Elbert and Mary Jones collection of songs, 1890s",MG,5732,
,"The Flight of the Salmon Fly: a reconnaissance trip down the River of No Return. Salmon River, Idaho. June 20 to July 2, 1944. Compiled by K.M. MacDuffee from logs of the trip kept by L.E. Rydell, S.E. Sporseen, and F.O. McGrew (typescript with photos and maps)",MG,5733,
http://archiveswest.orbiscascade.org/ark:/80444/xv00137/,Management of Potlatch Corporation Timber Land,MG,5734,
http://archiveswest.orbiscascade.org/ark:/80444/xv54461/,Dorothy Carter Moote at al. Reminiscences,MG,5735,
http://archiveswest.orbiscascade.org/ark:/80444/xv52523/,Bess Levengood Reminiscences,MG,5736,
http://archiveswest.orbiscascade.org/ark:/80444/xv35693/,George R. Boylan Letter,MG,5737,
http://archiveswest.orbiscascade.org/ark:/80444/xv85552/,University of Idaho Announcements,MG,5738,
http://archiveswest.orbiscascade.org/ark:/80444/xv21881/,Survey of exotic tree plantations in Northern Idaho and Western Montana,MG,5739,
http://archiveswest.orbiscascade.org/ark:/80444/xv98706/,Silver tea service,MG,5740,
http://archiveswest.orbiscascade.org/ark:/80444/xv56591/,School of Forestry Alumni Memorial Loan Fund,MG,5741,
http://archiveswest.orbiscascade.org/ark:/80444/xv71038/,Talmon R. Mager papers,MG,5742,
http://archiveswest.orbiscascade.org/ark:/80444/xv26989/,University of Idaho: the beginnings of a promising institution,MG,5743,
http://archiveswest.orbiscascade.org/ark:/80444/xv15655/,Lolo Trail National Historic Landmark Corridor Survey,MG,5745,
http://archiveswest.orbiscascade.org/ark:/80444/xv61773/,Burt Berlin Reminiscences,MG,5746,
http://archiveswest.orbiscascade.org/ark:/80444/xv46258/,Harlie Gunther Reminiscences,MG,5747,
http://archiveswest.orbiscascade.org/ark:/80444/xv96206/,Elva Reid Photograph Album,MG,5748,
http://archiveswest.orbiscascade.org/ark:/80444/xv08508/,Biography of Vice Admiral Robert Lee Ghormley,MG,5749,
http://archiveswest.orbiscascade.org/ark:/80444/xv98687/,Thomas Annett Book Manuscript,MG,5750,
http://archiveswest.orbiscascade.org/ark:/80444/xv91357/,Beta Theta Pi Fraternity Membership Shingle,MG,5751,
http://archiveswest.orbiscascade.org/ark:/80444/xv27542/,"Score of University of Idaho Fight Song, Go Vandals, Go ",MG,5752,
http://archiveswest.orbiscascade.org/ark:/80444/xv37145/,H. L. Bridgman mining technology and travel notebook,MG,5753,
http://archiveswest.orbiscascade.org/ark:/80444/xv57061/,Pardon for manslaughter signed by California Governor John B. Weller,MG,5754,
http://archiveswest.orbiscascade.org/ark:/80444/xv63455/,Priest River Experiment Station Annual Reports,MG,5755,
http://archiveswest.orbiscascade.org/ark:/80444/xv86849/,University of Idaho Student Mail,MG,5756,
http://archiveswest.orbiscascade.org/ark:/80444/xv44485/,Charles Kaufman Testimony,MG,5757,
http://archiveswest.orbiscascade.org/ark:/80444/xv73254/,Jennie E. Hughes Medal Oration,MG,5758,
http://archiveswest.orbiscascade.org/ark:/80444/xv71676/,W.N. Phillips Letter,MG,5759,http://www.lib.uidaho.edu/special-collections/pics/MG%205759.pdf
http://archiveswest.orbiscascade.org/ark:/80444/xv82150/,Wilfred Waters University of Idaho Memorabilia,MG,5760,
http://archiveswest.orbiscascade.org/ark:/80444/xv70855/,Letter from Reb to Ann,MG,5761,http://www.lib.uidaho.edu/special-collections/pics/MG%205761.pdf
http://archiveswest.orbiscascade.org/ark:/80444/xv35192/,Merril Hogaboam Collegiate Memorabilia,MG,5762,
http://archiveswest.orbiscascade.org/ark:/80444/xv30313/,Record of Pupils’ Advancement,MG,5763,
http://archiveswest.orbiscascade.org/ark:/80444/xv33074/,Minutes from the Annual Convention of the Idaho Probate Judges Association,MG,5764,
http://archiveswest.orbiscascade.org/ark:/80444/xv34722/,Kilen Family Letters,MG,5765,
http://archiveswest.orbiscascade.org/ark:/80444/xv42642/,"Record of the Proceedings of the Faculty of the College of Law, University of Idaho ",MG,5766,
http://archiveswest.orbiscascade.org/ark:/80444/xv96871/,"Engineers Report, Commodore Gold Mining Company ",MG,5767,
http://archiveswest.orbiscascade.org/ark:/80444/xv74743/,Collection on Woman Suffrage in Idaho,MG,5768,http://www.lib.uidaho.edu/special-collections/pics/MG%205768.pdf
http://archiveswest.orbiscascade.org/ark:/80444/xv89312/,"Investigation and Report on Water Supply for Twin Falls Project, Idaho ",MG,5769,
http://archiveswest.orbiscascade.org/ark:/80444/xv02142/,Rural Schools in Latah County,MG,5770,
http://archiveswest.orbiscascade.org/ark:/80444/xv43304/,Mary Kirkwood collection of Christmas cards,MG,5771,
http://archiveswest.orbiscascade.org/ark:/80444/xv11727/,Nave Brothers letters,MG,5772,
http://search.lib.uidaho.edu/UID:everything:CP71211145770001451,"Alfred T. Goodwin's file of materials related to J. Blaine Anderson, ",MG,5773,
http://search.lib.uidaho.edu/UID:everything:CP71215377680001451,Iosepa,MG,5774,
,"CCC Photographs (Camp Peone, Worley)",MG,5775,
,"Wranglers Program, 1919",MG,5776,
,MosCon Memorabilia,MG,5777,
,King Gold and Copper Mining Company,MG,5778,
,Potlatch Historical Society indexes,MG,5779,
http://digital.lib.uidaho.edu/cdm/ref/collection/spec_fa/id/679,University of Idaho Campus Photographs,PG,1,http://www.lib.uidaho.edu/digital/campus/
http://digital.lib.uidaho.edu/cdm/ref/collection/spec_fa/id/1170,University of Idaho Student Organizations Collection,PG,2,
http://digital.lib.uidaho.edu/cdm/ref/collection/spec_fa/id/760,University of Idaho Portrait Collection,PG,3,
http://digital.lib.uidaho.edu/cdm/ref/collection/spec_fa/id/203,University of Idaho Organizations and/or Objects,PG,4,
http://digital.lib.uidaho.edu/cdm/ref/collection/spec_fa/id/435,Idaho Cities and Towns Photographs,PG,5,http://www.lib.uidaho.edu/digital/cities/
http://digital.lib.uidaho.edu/cdm/compoundobject/collection/spec_fa/id/573/rec/370,Idaho Photographs,PG,6,
http://digital.lib.uidaho.edu/cdm/compoundobject/collection/spec_fa/id/162/rec/380,Lee Moorehouse Photographs,PG,7,
http://digital.lib.uidaho.edu/cdm/ref/collection/spec_fa/id/1583,Barnard-Stockbridge Collection,PG,8,http://www.lib.uidaho.edu/digital/barstock/
http://digital.lib.uidaho.edu/cdm/ref/collection/spec_fa/id/245,Postcard Collection,PG,9,http://www.lib.uidaho.edu/digital/postcards/
http://digital.lib.uidaho.edu/cdm/ref/collection/spec_fa/id/228,Latah County Pioneer Association Photographs,PG,10,
http://digital.lib.uidaho.edu/cdm/compoundobject/collection/spec_fa/id/330/rec/392,Roy A. Bell Collection I,PG,11,
http://digital.lib.uidaho.edu/cdm/compoundobject/collection/spec_fa/id/172/rec/375,"John Miller ""Trees Grew Tall"" Photographs",PG,12,
http://digital.lib.uidaho.edu/cdm/ref/collection/spec_fa/id/1354,A.B. Curtis Collection,PG,13,http://www.lib.uidaho.edu/digital/dworshak/
http://digital.lib.uidaho.edu/cdm/compoundobject/collection/spec_fa/id/188/rec/403,T.B. Keith Collection,PG,14,
http://digital.lib.uidaho.edu/cdm/compoundobject/collection/spec_fa/id/164/rec/374,"John Fahey ""Hercules"" Collection",PG,15,
http://digital.lib.uidaho.edu/cdm/compoundobject/collection/spec_fa/id/276/rec/391,R.V. Nixon Collection,PG,16,
http://digital.lib.uidaho.edu/cdm/ref/collection/spec_fa/id/277,Priest Lake Museum Association Photographs,PG,17,http://www.lib.uidaho.edu/digital/priestlake/
http://digital.lib.uidaho.edu/cdm/compoundobject/collection/spec_fa/id/179/rec/373,John B. Wilson Studio Collection,PG,18,
http://search.lib.uidaho.edu/UID:CP71113890040001451,Carole Simon-Smolinski photographs.,PG,19,
http://digital.lib.uidaho.edu/cdm/ref/collection/spec_fa/id/220,University of Idaho Publications Department Negatives,PG,20,
http://digital.lib.uidaho.edu/cdm/compoundobject/collection/spec_fa/id/373/rec/11,Civil Engineering Photographs,PG,21,
http://search.lib.uidaho.edu/UID:CP71139861250001451,"Associated Press Photographs, 1939-1942.  ",PG,22,
http://search.lib.uidaho.edu/UID:CP71139866950001451,"Adolph Duffie Miller Photographs, 1893-1966",PG,23,
http://digital.lib.uidaho.edu/cdm/ref/collection/spec_fa/id/295,University of Idaho Theatre Arts Photographs,PG,24,
http://digital.lib.uidaho.edu/cdm/ref/collection/spec_fa/id/173,"Wallace, Idaho Scenes",PG,25,
http://digital.lib.uidaho.edu/cdm/ref/collection/spec_fa/id/383,William Allen Stonebraker Collection,PG,26,http://www.lib.uidaho.edu/digital/stonebraker/index.html
